Symbol	Description
CWNKZI.AX	Crown Limited
CWP.AX	Cedar Woods Properties Ltd
CWT.AX	Challenger Beston Wine Trust
CXD.AX	Cathrx Ltd
CXH.AX	Compass Hotel Group
CXM.AX	Centrex Mentals Ltd
CXN.AX	ConnXion Ltd
CXO.AX	Core Exploration Limited
CXS.AX	ChemGenex Pharmaceuticals Ltd
CXSOA.AX	ChemGenex Pharmaceuticals Ltd
CXUO.AX	Cauldron Energy Limited
CXY.AX	Cougar Energy Ltd
CYA.AX	Century Australia Investments Ltd
CYC.AX	Cyclopharm Ltd
CYG.AX	Coventry Group Ltd
CYL.AX	Catalyst Metals Ltd
CYS.AX	Chrysalis Resources Ltd
CYSO.AX	Chrysalis Resources Ltd
CYU.AX	China Yunnan Copper Australia Ltd
CZA.AX	Coal of Africa
CZD.AX	Calzada Limited
CZN.AX	Corazon Mining Limited
CZNO.AX	Corazon Mining Limited
CZR.AX	Coziron Resources Ltd
DAU.AX	Dampier Gold Limited
DCG.AX	Decmil Group Limited
DDD.AX	3D Resources Ltd
DDF.AX	Deutsche Diversified Trust mrger DRT
DDR.AX	Dicker Data Limited
DDT.AX	DataDot Technology Ltd
DEG.AX	De Grey Mining Ltd
DGH.AX	Desane Group Holdings Ltd
DGI.AX	Digislide Holdings Limited
DGO.AX	Drummond Gold Ltd
DGR.AX	D'Aguilar Gold Ltd
DGX.AX	Diploma Group Ltd
DIG.AX	Digital Performance Group Ltd
DIT.AX	Deutsche Industrial Trust
DJS.AX	David Jones Ltd
DJSKZP.AX	David Jones Limited
DJW.AX	Djerriwarth Investments Ltd
DJXKZA.AX	Djia Mini E-cbot
DJXKZR.AX	Djia Mini E-cbot
DKN.AX	DKN Financial Group Ltd
DLC.AX	DLC
DLCO.AX	DLCO
DLE.AX	DLE
DLS.AX	Drillsearch Energy Ltd
DLX.AX	Duluxgroup Limited
DMA.AX	Dynasty Metals Australia Ltd
DMG.AX	Dragon Gold Mountain Ltd
DML.AX	Discovery Metals Ltd
DMN.AX	Datamotion Asia Pacific Limited
DMNOA.AX	Datamotion Asia Pacific Limited
DMNOC.AX	Datamotion Asia Pacific Limited
DMP.AX	Domino's Pizza Australia NZ Ltd
DMX.AX	Dolomatrix International Ltd
DMY.AX	Dromana Estate Ltd
DOM.AX	Dominion Mining Ltd
DON.AX	DiamonEx Ltd
DOT.AX	Deutsche Office Trust
DOW.AX	Downer EDI Ltd
DRA.AX	Dragon Mining NL
DRK.AX	Drake Resources Ltd
DRM.AX	Doray Minerals Limited
DRX.AX	Diatreme Resources Ltd
DSB.AX	Delta Sbd Limited
DSF.AX	Deep Sea Fisheries Ltd
DSFO.AX	Dsf International Holdings Limited
DSN.AX	Desert Energy Ltd
DSQ.AX	Datasquirt Ltd
DTE.AX	Dart Energy Limited
DTG.AX	Daton Group Australia Ltd
DTL.AX	Data#3 Ltd
DTM.AX	Dart Mining NL
DTMO.AX	DTMO
DUE.AX	Diversified Utility & Energy Trusts
DUI.AX	Diversified United Investment Ltd
DUL.AX	Dulhunty Power Ltd
DUO.AX	Dourado Resources Limited
DUOO.AX	Dourado Resources Limited
DVA.AX	
DVN.AX	Devine Ltd
DWS.AX	DWS Advanced Business Solutions Ltd
DXRPA.AX	DXR
DXS.AX	Dexus Property Group
DYE.AX	Dyesol Ltd
DYL.AX	Deep Yellow Ltd
EAF.AX	East Africa Resources Limited
EAL.AX	Elders Australia Lt t/over by FCL
EAR.AX	Echo Resources Ltd
EAU.AX	Eldorado Gold Corporation
EBG.AX	Eumundi Group Ltd
EBT.AX	Ebet Ltd
ECM.AX	East Coast Minerals NL
ECQ.AX	ECQ
ECQO.AX	Eco Quest Limited
ECS.AX	ECSI Ltd
EDE.AX	Eden Energy Ltd
EDM.AX	Eldore Mining Corporation Ltd
EDMOA.AX	Eldore Mining Corporation Limited
EDS.AX	Every Day Mine Services Ltd
EDT.AX	Edt Retail Trust
EER.AX	East Energy Resources Ltd
EFE.AX	Eastern Iron Ltd
EFG.AX	
EFT.AX	Eftel Ltd
EGH.AX	Eureka Group Holdings Limited
EGL.AX	Environmental Group Ltd (The)
EGN.AX	EGN
EGO.AX	Empire Oil & Gas NL
EHL.AX	Emeco Holdings Ltd
EHR.AX	Earth Heat Resources Ltd
EIM.AX	El Corporation Limited
EIO.AX	Energio Limited
EIOO.AX	Energio Limited
EKA.AX	Eureka Mines Ltd
ELD.AX	ELD
ELDPA.AX	ELD
ELI.AX	Emerging Leaders Investment Ltd (ELIS)
ELK.AX	ELK Petroleum Ltd
ELM.AX	Elemental Minerals Ltd
ELMO.AX	Elemental Minerals Limited
ELT.AX	Elementos Limited
ELX.AX	Ellex Medical Lasers Ltd
EMA.AX	Emerging Markets Company Ltd
EMAO.AX	Energy And Minerals Australia Limited
EMB.AX	Embelton Ltd
EME.AX	Energy Metals Ltd
EMG.AX	Emergent Resources Ltd
EMM.AX	Electrometals Technologies Ltd
EMMO.AX	EMMO
EMR.AX	Emerald Oil & Gas NL
EMRO.AX	Emerald Oil & Gas Nl
EMS.AX	Eastland Medical Systems Ltd
EMSO.AX	EMSO
EMSOB.AX	Eastland Medical Systems Ltd
EMU.AX	EMU Nickel NL
EMX.AX	Energia Minerals Limited
ENB.AX	Eneabba Gas Ltd
ENBOB.AX	Eneabba Gas Limited
ENBOC.AX	Eneabba Gas Limited
ENE.AX	Energy Developments Ltd
ENG.AX	Engin Ltd
ENK.AX	European Nickel Plc
ENL.AX	Eagle Nickel Ltd
ENLO.AX	Eagle Nickel Ltd
ENLOA.AX	Eagle Nickel Limited
ENR.AX	Encounter Resources Ltd
ENT.AX	
ENTO.AX	Enterprise Metals Limited
ENV.AX	Envestra Ltd
ENY.AX	Aii S&p/asx 200 Energy
EOC.AX	Endocoal Limited
EOL.AX	Energy One Ltd
EOS.AX	Electro Optic Systems Holdings Ltd
EPC.AX	Epic Resources Limited
EPD.AX	Empired Ltd
EPG.AX	European Gas Ltd
EPL.AX	Eyecare Partners Ltd
EPW.AX	Erm Power Limited
EPX.AX	
EPY.AX	E-Pay Asia Ltd
EQF.AX	Equities & Freeholds Ltd
EQN.AX	Equinox Minerals Ltd (Canada CHESS)
EQNKZA.AX	Equinox Minerals Limited
EQNKZB.AX	Equinox Minerals Limited
EQT.AX	Equity Trustees Ltd
EQX.AX	Eqitx Ltd
ERA.AX	Energy Resources of Australia Ltd
ERH.AX	Eromanga Hydrocarbons NL
ERHOA.AX	Eromanga Hydrocarbons Nl
ERJ.AX	Enerji Ltd
ERJO.AX	Enerji Ltd
ERL.AX	Empire Resources Ltd
ERM.AX	Emmerson Resources Ltd
ERN.AX	Erongo Energy Ltd
ERNO.AX	ERNO
ERO.AX	Eromanga Uranium Ltd
ESG.AX	Eastern Star Gas Ltd
ESI.AX	Environmental Solutions Internationl
ESIO.AX	Environmental Solutions Internationl
ESM.AX	Esperance Minerals Nl
ESN.AX	Entellect Solutions Ltd
ESS.AX	Essa Australia Ltd
ESV.AX	eServGlobal Ltd
ESW.AX	Emerson Stewart Group Ltd
ETE.AX	Entek Energy Ltd
ETH.AX	Ethan Minerals Limited
ETPMAG.AX	ETFS Physical Silver
ETPMPD.AX	ETP
ETPMPM.AX	ETFS Physical PM Basket
ETPMPT.AX	ETP
EUG.AX	Eurogold Ltd
EUL.AX	Eclipse Uranium Limited
EVE.AX	Energy Ventures Ltd
EVG.AX	Envirogold Ltd
EVGO.AX	Envirogold Limited
EVM.AX	EnviroMission Ltd
EVZ.AX	Envirozel Ltd
EWC.AX	Energy World Corporation Ltd
EXA.AX	Excela Limited
EXE.AX	Exoma Energy Ltd
EXEO.AX	Exoma Energy Ltd Option
EXEOA.AX	Exoma Energy Limited
EXG.AX	Excelsior Gold Limited
EXM.AX	Excalibur Mining Corporation Ltd
EXMOA.AX	Excalibur Mining Corporation Ltd
EXR.AX	Elixir Petroleum Ltd
EXS.AX	Exco Resources NL
EXT.AX	Extract Resources Ltd
EYE.AX	Eagle Eye Metals Ltd
EZE.AX	Ezenet Ltd
EZL.AX	Euroz Ltd
EZLO.AX	Euroz Ltd
FAC.AX	Facilitate Digital Holdings Ltd
FAN.AX	Fantastic Holdings Ltd
FAR.AX	First Australian Resources Ltd
FARGA.AX	First Australian Resources Ltd
FAS.AX	Fairstar Resources Ltd
FASOA.AX	Fairstar Resources Limited
FBU.AX	Fletcher Building Ltd
FCN.AX	Falcon Minerals Ltd
FCR.AX	Ferrum Crescent Limited
FCRO.AX	Ferrum Crescent Limited
FCS.AX	
FEL.AX	Fe Limited
FER.AX	Fermiscan Holdings Ltd
FFF.AX	First Folio Ltd
FFI.AX	FFI Holdings Ltd
FGE.AX	Forge Group Ltd
FGI.AX	Flat Glass Industries Ltd
FGL.AX	Foster's Group Ltd
FGLKZD.AX	Foster's Group Ltd
FGLKZE.AX	Foster's Group Ltd
FIN.AX	Aii S&p/asx 200 Financials
FIS.AX	Fission Energy Ltd
FISO.AX	Fission Energy Ltd
FIX.AX	Aii S&p/asx 200 Financial-x-a-reit
FKP.AX	FKP Property Group
FLK.AX	Folkestone Ltd
FLR.AX	Frankland River Olive Company Ltd
FLS.AX	FLS
FLT.AX	Flight Centre Ltd
FMG.AX	Fortescue Metals Group Ltd
FMGKZB.AX	Fortescue Metals Group Ltd
FMGTMC.AX	Fortescue Metals Group Ltd
FMJ.AX	Fortis Mining Limited
FML.AX	Focus Minerals Ltd
FMS.AX	Flinders Mines Ltd
FND.AX	Finders Resources Ltd
FNP.AX	Freedom Nutritional Products Ltd
FNT.AX	Frontier Resources Ltd
FPA.AX	Fisher & Paykel Appliances Holdings
FPG.AX	Forest Place Group Ltd
FPH.AX	Fisher & Paykel Healthcare Corp Ltd
FPS.AX	Fiducian Portfolio Services Ltd
FRE.AX	Freshtel Holdings Ltd
FRG.AX	Forge Resources Limited
FRGO.AX	Forge Resources Limited
FRI.AX	Finbar International Ltd
FRM.AX	Farm Pride Foods Ltd
FRR.AX	Frigrite Ltd
FRS.AX	Ferraus Ltd
FRSN.AX	Ferraus Limited
FRY.AX	Fitzroy Resources Limited
FSA.AX	FSA Group Ltd
FSE.AX	Firestone Energy Ltd
FTE.AX	
FUN.AX	Funtastic Ltd
FUT.AX	Future Corporation Australia Ltd
FWA.AX	Farmworks Australia Limited
FWD.AX	Fleetwood Corporation Ltd
FWL.AX	Ferrowest Ltd
FWLOA.AX	Ferrowest Limited
FXEKZA.AX	Currency Warrant Aud/eur
FXEKZP.AX	Currency Warrant Aud/eur
FXEKZQ.AX	Currency Warrant Aud/eur
FXJ.AX	Fairfax (John) Holdings Ltd
FXJPB.AX	Fairfax Media Warrant
FXL.AX	Flexigroup Ltd
FXPKZA.AX	Currency Warrant Aud/gbp
FXPKZP.AX	Currency Warrant Aud/gbp
FXR.AX	Fox Resources Ltd
FXROA.AX	FXROA
FXUKZA.AX	Currency Warrant Aus/usd.
FXUKZB.AX	Currency Warrant Aus/usd.
FXUKZS.AX	Currency Warrant Aus/usd.
FXUKZT.AX	Currency Warrant Aus/usd.
FXYKZA.AX	Currency Warrant Aud/jpy
FYI.AX	FYI
FYIO.AX	Fyi Resources Limited
GAP.AX	Gale Pacific Ltd
GBA.AX	Grandbridge Ltd
GBE.AX	Globe Uranium Ltd
GBG.AX	Gindalbie Metals Ltd
GBI.AX	Genera Biosystems Ltd
GBM.AX	Greater Bendigo Mines Ltd
GBMOA.AX	Greater Bendigo Gold Mines Limited
GBP.AX	Global Petroleum Ltd
GBT.AX	GBST Holdings Ltd
GBX.AX	GB Energy Ltd
GBXO.AX	GB Energy Ltd
GBXOA.AX	Gb Energy Limited
GBZ.AX	GBM Resources Ltd
GBZOA.AX	Gbm Resources Limited
GCG.AX	Greencap Ltd
GCL.AX	Gloucester Coal Ltd
GCN.AX	GoConnect Ltd
GCR.AX	Golden Cross Resources Ltd
GCRO.AX	GCRO
GCS.AX	Global Construction Services Ltd
GCY.AX	Gascoyne Resources Limited
GDA.AX	Gondwana Resources Ltd
GDAOB.AX	Gondwana Resources Ltd
GDN.AX	Golden State Resources Ltd
GDO.AX	GDO
GDOO.AX	GDO
GDY.AX	Geodynamics Ltd
GDYO.AX	Geodynamics Ltd
GED.AX	Golden Deeps Ltd
GEM.AX	G8 Education Limited
GEN.AX	Genesis Research & Devlpmnt Corp Ltd
GER.AX	Greenearth Energy Ltd
GES.AX	Genesis Resources Limited
GFF.AX	Goodman Fielder Ltd
GFL.AX	Global Masters Fund Ltd
GGE.AX	Grand Gulf Energy Ltd
GGG.AX	Gold Company Ltd
GGGO.AX	Gold Company Ltd
GGH.AX	Global Gold Holdings Ltd
GGP.AX	Golden Gate Petroleum Ltd
GGPO.AX	Golden Gate Petroleum Ltd
GGX.AX	Gas2Grid Ltd
GHT.AX	Geothermal Resources Ltd
GIA.AX	Giaconda Ltd
GIP.AX	Gippsland Ltd
GIR.AX	Giralia Resources NL
GJT.AX	Galileo Japan Trust
GLA.AX	Gladiator Resources Ltd
GLB.AX	Globe International Ltd
GLE.AX	GLG Corp Ltd
GLF.AX	Gulf Resources Ltd
GLFO.AX	Gulf Resources Ltd
GLFOB.AX	Gulf Resources Limited
GLG.AX	Gerard Lighting Group Limited
GLH.AX	Global Health Ltd
GLL.AX	Galilee Energy Limited
GLM.AX	Gulf Mines
GLMO.AX	Gulf Mines
GLN.AX	Gleneagle Gold Ltd
GLY.AX	Glory Resources Limited
GMD.AX	Genesis Minerals Ltd
GME.AX	GME Resources Ltd
GMG.AX	Goodman Group
GMI.AX	Global Mining Investments Ltd
GML.AX	Gateway Mining NL
GMM.AX	General Mining Corporation Limited
GMPPA.AX	GMP
GMR.AX	Golden Rim Resoures Ltd
GMX.AX	Goldminex Resources Ltd
GNC.AX	GrainCorp Ltd
GNI.AX	Global Nickel Investments Ltd
GNICA.AX	Global Nickel Investments Nl
GNIOA.AX	Global Nickel Investments Limited
GNM.AX	Gujarat NRE Minerals Ltd
GNS.AX	Gunns Ltd
GNSPA.AX	Gunns Ltd
GNV.AX	Green Invest Ltd
GOA.AX	Gold Aura Ltd
GOAOA.AX	Gold Aura Ltd
GOLD.AX	Gold Bullion Ltd
GOR.AX	Gold Road Resources Limited
GORO.AX	Gold Road Resources Limited
GOT.AX	Groote Resources Limited
GOW.AX	Gowing Bros Ltd
GOZ.AX	Growthpoint Properties Australia
GPG.AX	Guinness Peat Grp Plc (UK non-CHESS)
GPM.AX	Geo Property Group
GPP.AX	Greenpower Energy Ltd
GPR.AX	Geopacific Resources NL
GPT.AX	General Property Trust
GRB.AX	Gage Road Brewing Co Ltd
GRF.AX	
GRG.AX	Grg International Ltd
GRGO.AX	Grg International Ltd
GRK.AX	Green Rock Energy Ltd
GRM.AX	Global Resources Corporation Limited
GRP.AX	Great Pacific Capital Ltd
GRR.AX	Grange Resources Ltd
GRV.AX	Greenvale Mining NL
GRVCA.AX	Macquarie Goodman Group
GRVO.AX	Greenvale Mining NL
GRY.AX	Gryphon Minerals Ltd
GSC.AX	Global Geoscience Ltd
GSCO.AX	Global Geoscience Ltd
GSE.AX	Goldsearch Ltd
GSF.AX	Global Seafood Australia Ltd
GTE.AX	Great Western Exploration Ltd
GTEO.AX	Great Western Exploration Ltd
GTG.AX	Genetic Technologies Ltd
GTR.AX	GTI Resources Ltd
GUD.AX	GUD Holdings Ltd
GUF.AX	Guildford Coal Limited
GUL.AX	Gullewa Ltd
GUN.AX	Gunson Resources Ltd
GWA.AX	Gwa Group Limited.
GWR.AX	Golden West Resources Ltd
GXL.AX	Greenross Ltd
GXY.AX	Galaxy Resources Ltd
GZL.AX	Gazal Corporation Ltd
HAO.AX	Haoma Mining NL
HAR.AX	Haranga Resources Limited
HAV.AX	Havilah Resources NL
HAVO.AX	Havilah Resources NL
HAW.AX	Hawthorn Resources Ltd
HAWO.AX	Hawthorn Resources Ltd
HAWOB.AX	Hawthorn Resources Ltd
HAZ.AX	Hazelwood
HCG.AX	Helicon Group Ltd
HCH.AX	Hot Chili Limited
HCT.AX	Holista Colltech Limited
HCXKZA.AX	H-shares Idx Futures
HDF.AX	Hastings Diversified Utilities Fund
HDG.AX	Hodges Resources Ltd
HDI.AX	HDI
HEA.AX	Health Corporation Ltd
HEAO.AX	Health Corporation Ltd
HEG.AX	Hill End Gold Ltd
HEGO.AX	Hill End Gold Limited
HEM.AX	Hemisphere Resources Ltd
HFA.AX	HFA Holdings Ltd
HGG.AX	Henderson Group Plc
HGL.AX	Hudson Investment Group Ltd
HGO.AX	Hillgrove Resources Ltd
HHL.AX	Hunter Hall International Ltd
HHM.AX	Hampton Hill Mining NL
HHV.AX	Hunter Hall Global Value Ltd
HHY.AX	Hastings High Yield Fund
HIG.AX	Highlands Pacific Ltd (PNG)
HII.AX	Hire Intelligence International Ltd
HIL.AX	Hills Industries Ltd
HIN.AX	
HIP.AX	Hyperion Flagship Investments Ltd
HIT.AX	Hitech Group Australia Ltd
HJB.AX	Hamilton James & Bruce Group Ltd
HLNG.AX	Healthscope Notes Limited
HLS.AX	Hillcrest Litigation Services Ltd
HLX.AX	Helix Resources Ltd
HMC.AX	Hydromet Corporation Ltd
HNG.AX	HGL Ltd
HNR.AX	Hannans Reward NL
HOG.AX	Hawkley Oil And Gas Limited
HOM.AX	Homeloans Ltd
HOR.AX	Horseshoe Metals Limited
HORO.AX	Horseshoe Metals Limited
HRL.AX	Hot Rock
HRR.AX	Heron Resources Ltd
HRS.AX	Hudson Resources Ltd
HSK.AX	Heemskirk Consolidated Ltd
HSKG.AX	Heemskirk Consolidated Ltd
HSN.AX	Hansen Technologies Ltd
HST.AX	Hastie Group Ltd
HSXKZA.AX	Hang Seng Idx Futures
HTA.AX	Hutchison Telecommunications (Aust)
HTI.AX	Hydrotech International Ltd
HTM.AX	Heritage Gold NZ Ltd
HTX.AX	Healthlinx Ltd
HTXO.AX	Healthlinx Limited
HTXOA.AX	Healthlinx Limited
HUM.AX	Humanis Group Limited
HUMO.AX	Humanis Group Limited
HUN.AX	Hunnu Coal Limited
HVN.AX	Harvey Norman Holdings Ltd
HWE.AX	Henry Walker Eltin Group Ltd
HXL.AX	Hexima Ltd
HYO.AX	Hyro Ltd
HZL.AX	Healthzone Ltd
HZN.AX	Horizon Oil Ltd
IAA.AX	
IAG.AX	Insurance Australia Group Ltd
IAGKZF.AX	Insurance Australia Group Ltd
IAGKZG.AX	Insurance Australia Group Limited
IAGPA.AX	IAGPA
IANG.AX	IANG
IAT.AX	Iatia Ltd
IAU.AX	Intrepid Mines Ltd
IAW.AX	Integrated Legal Holdings Ltd
IBC.AX	Ironbark Capital Ltd
IBG.AX	Ironbark Gold Ltd
IBK.AX	
ICH.AX	InfoChoice Ltd
ICL.AX	International Coal Holdings Limited
ICN.AX	Icon Energy Ltd
ICP.AX	Internationl Concert Attractions Ltd
ICS.AX	ICSGlobal Ltd
IDC.AX	Indochine Mining Limited
IDD.AX	Aii S&p/asx 200 Industrials
IDE.AX	Ideas International Ltd
IDG.AX	Indago Resources Ltd
IDGOA.AX	Indago Resources Ltd
IDL.AX	Industrea Ltd
IDM.AX	Industrial Minerals Corporation Ltd
IDO.AX	Indo Mines Ltd
IDT.AX	Institute of Drug Technology Aust
IEF.AX	ING Real Estate Entertainment Fund
IEM.AX	iShares MSCI Emerging Markets
IEQ.AX	International Equities Corp Ltd
IEU.AX	iShares S&P Europe 350
IFE.AX	Ironclad Mining Ltd
IFL.AX	IOOF Holdings Ltd
IFM.AX	Infomedia Ltd
IFN.AX	IFN
IFS.AX	Ifs Construction Services Ltd
IFSO.AX	Ifs Construction Services Ltd
IFZ.AX	Infratil Limited
IGO.AX	Independence Group NL
IGR.AX	Integra Mining Ltd
IGS.AX	International Goldfields Limited...
IGX.AX	IGDX Holdings Ltd
IHD.AX	Ishares S&p/asx High Dividend
IHF.AX	ING Real Estate Healthcare Fund
IHK.AX	iShares MSCI Hong Kong
IIF.AX	ING Industrial Fund
III.AX	Icon Resources Ltd
IIN.AX	iiNet Ltd
IJH.AX	iShares S&P Midcap 400
IJP.AX	iShares MSCI Japan
IJR.AX	iShares S&P Smallcap 600
IKO.AX	iShares MSCI South Korea
ILC.AX	Ishares S&p/asx 20
ILF.AX	Ing Real Estate Community Living Fund
ILU.AX	Iluka Resources Ltd
IMA.AX	Image Resources NL
IMC.AX	
IMD.AX	Imdex Ltd
IMF.AX	IMF (Australia) Ltd
IMFG.AX	Imf (australia) Ltd
IMI.AX	IM Medical Ltd
IMP.AX	Imperial One Ltd
IMU.AX	Imugene Ltd
INE.AX	India Equities Fund Ltd
INL.AX	Intec Ltd
INP.AX	Innamincka Petroleum Ltd
INQ.AX	Investorfirst Limited
INT.AX	Intermoco Ltd
IOF.AX	ING Office Fund
IOG.AX	Incremental Oil And Gas Limited
IOH.AX	Iron Ore Holdings Ltd
IOHO.AX	Iron Ore Holdings Ltd
ION.AX	ION Ltd
IOO.AX	iShares S&P Global 100
IOZ.AX	Ishares Msci Australia 200
IPA.AX	Indigo Pacific Ltd
IPC.AX	Imperial Pacific Limited
IPD.AX	Impedimed Ltd
IPDO.AX	Impedimed Ltd
IPE.AX	ING Private Equity Access Ltd
IPL.AX	Incitec Pivot Ltd
IPLTMA.AX	Incitec Pivot Limited
IPP.AX	IPGA Ltd
IPR.AX	Ipernica Ltd
IPT.AX	Impact Minerals Ltd
IPX.AX	Intrapower Ltd
IRC.AX	Intermin Resources Ltd
IRCO.AX	Intermin Resources Limited
IRD.AX	Iron Road Ltd
IRE.AX	IRESS Market Technology Ltd
IRG.AX	
IRI.AX	Integrated Research Ltd
IRL.AX	India Resources Ltd
IRM.AX	Iron Mountain Mining Ltd
IRMO.AX	Iron Mountain Mining Ltd
IRN.AX	Indophil Resources NL
IRU.AX	iShares Russell 2000
ISF.AX	Isoft Group Ltd
ISG.AX	iShares MSCI Singapore
ISH.AX	Ishine International Resources Limited
ISK.AX	Island Sky Australia Ltd
ISKO.AX	Island Sky Australia Limited
ISL.AX	ISL
ISO.AX	Ishares S&p/asx Small Ordinaries
ISS.AX	ISS Group Ltd
ITC.AX	Impress Ventures Ltd
ITD.AX	ITL Ltd
ITR.AX	ITR
ITS.AX	Interstaff Recruitment Ltd
ITT.AX	Internet Resources Ltd
ITW.AX	iShares MSCI Taiwan
IUL.AX	Image Un Ltd
IVA.AX	Ivanhoe Australia Ltd
IVAO.AX	Ivanhoe Australia Limited
IVC.AX	InvoCare Ltd
IVE.AX	iShares MSCI Eafe
IVG.AX	Invictus Gold Limited
IVGO.AX	Invictus Gold Limited
IVGOA.AX	Invictus Gold Limited
IVR.AX	IVR
IVT.AX	Inventis Ltd
IVV.AX	iShares S&P 500
IXI.AX	
IXJ.AX	IXJ
IXP.AX	IXP
IXR.AX	IMX Resoures NL
IZZ.AX	iShares FTSE Xinhua China
JAG.AX	Jaguar Minerals Ltd
JAL.AX	Jameson Resources Ltd
JAT.AX	
JBH.AX	JB Hi-Fi Ltd
JBHKZA.AX	Jb Hi-fi Limited
JBHKZQ.AX	Jb Hi-fi Limited
JET.AX	Jetset Travelworld Ltd
JHX.AX	James Hardie Industries NV (CUFS)
JHXKZP.AX	James Hardie Industries Se
JIN.AX	JIN
JKA.AX	Jacka Resources Limited
JKAO.AX	Jacka Resources Limited
JMB.AX	Jumbuck Entertainment Ltd
JML.AX	Jabiru Metals Ltd
JMS.AX	Jupiter Mines Ltd
JPR.AX	Jupiter Energy Ltd
JRL.AX	Jindalee Resources Ltd
JRV.AX	Jervois Mining Ltd
JVG.AX	JV Global Ltd
JYC.AX	Joyce Corporation Ltd
KAM.AX	K2 Asset Management Holdings Ltd
KAR.AX	Karoon Gas Australia Ltd
KAS.AX	Kasbah Resources Ltd
KAT.AX	Katana Capital Ltd
KBC.AX	Keybridge Capital Ltd
KBL.AX	Kimberley Metals Limited
KCN.AX	Kingsgate Consolidated Ltd
KCNTMA.AX	Kingsgate Consolidated Limited.
KCNTMC.AX	Kingsgate Consolidated Limited.
KDR.AX	Kidman Resources Limited
KDRO.AX	Kidman Resources Limited
KEN.AX	Kuth Energy Ltd
KEY.AX	Key Petroleum Ltd
KEYO.AX	Key Petroleum Limited
KGD.AX	Kula Gold Limited
KGL.AX	Kentor Gold Ltd
KIK.AX	Kairiki Energy Ltd
KIKRA.AX	Kairiki Energy Limited
KIS.AX	King Island Scheelite Ltd
KKT.AX	Konekt Ltd
KMD.AX	Kathmandu Holdings Limited
KME.AX	Kip McGrath Education Centres
KNH.AX	Koon Holdings Ltd
KNL.AX	Kagera Nickel Limited
KOG.AX	Kilgore Oil & Gas Ltd
KOGO.AX	Kilgore Oil & Gas Limited
KOR.AX	Korab Resources Ltd
KOV.AX	Korvest Ltd
KRB.AX	Krucible Metals Ltd
KRL.AX	Kintore Resources Limited
KRM.AX	Kingsrose Mining Ltd
KRMO.AX	Kingsrose Mining Ltd
KRS.AX	Kresta Holdings Ltd
KSC.AX	K&S Corporation Ltd
KSO.AX	King Solomon Mines Ltd
KSX.AX	Karmelsonix Ltd
KSXO.AX	Karmelsonix Ltd
KTE.AX	K2 Energy Ltd
KTL.AX	KTL Technologies Ltd
KZL.AX	Kagara Zinc Ltd
LAS.AX	Lasseters Corporation Ltd
LAT.AX	Latin Gold Ltd
LAU.AX	Lindsay Australia Ltd
LBL.AX	Laserbond Ltd
LBT.AX	Labtech Systems Ltd
LBTO.AX	Labtech Systems Ltd
LBTOA.AX	Labtech Systems Ltd
LBY.AX	Liberty Gold NL
LBYO.AX	LBYO
LCE.AX	London City Equities Ltd
LCM.AX	Logicamms Ltd
LCR.AX	Laconia Resources Limited
LCT.AX	Living Cell Technologies Ltd
LCY.AX	Legacy Iron Ore Ltd
LCYO.AX	Legacy Iron Ore Ltd
LCYOA.AX	Legacy Iron Ore Limited
LCYOB.AX	Legacy Iron Ore Limited
LDW.AX	Ludowici Ltd
LEG.AX	Legend Mining Ltd
LEI.AX	Leighton Holdings Ltd
LEIKZH.AX	Leighton Holdings Ltd
LEIKZI.AX	Leighton Holdings Ltd
LEIKZJ.AX	Leighton Holdings Limited
LEIKZK.AX	Leighton Holdings Limited
LEIKZP.AX	Leighton Holdings Limited
LEIKZQ.AX	Leighton Holdings Limited
LEITMA.AX	Leighton Holdings Limited
LEITMC.AX	Leighton Holdings Limited
LEP.AX	ALE Property Group
LER.AX	LER
LGD.AX	Legend Corporation Ltd
LGM.AX	Luiri Gold Limited
LGO.AX	Longreach Oil Ltd
LIC.AX	Lifestyles Communities Ltd
LIN.AX	Lindian Resources Ltd
LINOA.AX	Lindian Resources Limited
LIO.AX	Lion Energy Ltd
LIOO.AX	Lion Energy Ltd
LKE.AX	Lake Resources NL
LKO.AX	Lakes Oil NL
LLA.AX	Living & Leisure Auctralia Group
LLC.AX	Lend Lease Corporation Ltd
LLCKZL.AX	Lend Lease Group
LLCKZP.AX	Lend Lease Corporation Ltd
LLCKZQ.AX	Lend Lease Corporation Ltd
LLCMMI.AX	Lend Lease Corporation Ltd
LLCTMC.AX	Lend Lease Group
LMC.AX	Lemarne Corporation Ltd
LME.AX	L&m Energy Limited
LMG.AX	Latrobe Magnesium Ltd
LML.AX	Lincoln Minerals Ltd
LMW.AX	LandMark White Ltd
LNC.AX	Linc Energy Ltd
LNG.AX	Liquefied Natural Gas Ltd
LOD.AX	Lodestone Exploration Ltd
LOM.AX	Lonrho Mining Ltd
LOMO.AX	Lonrho Mining Ltd
LRC.AX	Laguna Resources Nl
LRF.AX	LinQ resources Fund
LRG.AX	Longreach Group Ltd
LRL.AX	Leyshon Resources Ltd
LRS.AX	Latin Resources Limited
LRSO.AX	Latin Resources Limited
LSA.AX	Lachlan Star Ltd
LSBHA.AX	LSB
LSBHB.AX	LSB
LSBHF.AX	LSB
LSL.AX	Luminus Systems Ltd
LSN.AX	Lawson Gold Limited
LSR.AX	Lodestar Minerals Ltd
